                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3209,                0.99299,                0.99989,                 2.4611,              0.0031487,              0.0031487,              0.0031487
                      2,                0.24806,                0.99828,                      1,                 2.4328,              0.0056749,              0.0056749,              0.0056749
                      3,                0.19075,                0.99879,                      1,                 2.4304,              0.0075776,              0.0075776,              0.0075776
                      4,                0.17901,                0.99937,                      1,                 2.4273,               0.007031,               0.007031,               0.007031
                      5,                0.12747,                0.99948,                      1,                 2.4269,              0.0060414,              0.0060414,              0.0060414
                      6,                0.10337,                0.99971,                      1,                 2.4266,              0.0050518,              0.0050518,              0.0050518
                      7,                0.08358,                0.99994,                      1,                 2.4261,              0.0040621,              0.0040621,              0.0040621
                      8,                0.06981,                      1,                      1,                  2.426,              0.0030725,              0.0030725,              0.0030725
                      9,                0.06029,                0.99983,                      1,                 2.4261,              0.0020828,              0.0020828,              0.0020828
                     10,                0.05296,                0.99994,                      1,                 2.4261,              0.0010931,              0.0010931,              0.0010931
