                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0102,                0.99385,                0.99989,                 2.4475,              0.0062253,              0.0062253,              0.0062253
                      2,                0.21542,                0.99776,                      1,                 2.4319,              0.0090103,              0.0090103,              0.0090103
                      3,                0.15092,                0.99937,                      1,                 2.4283,              0.0080206,              0.0080206,              0.0080206
                      4,                0.11882,                0.99977,                      1,                 2.4267,              0.0070309,              0.0070309,              0.0070309
                      5,                0.09271,                0.99954,                      1,                 2.4266,              0.0060412,              0.0060412,              0.0060412
                      6,                0.08595,                0.99983,                      1,                 2.4263,              0.0050515,              0.0050515,              0.0050515
                      7,                0.07897,                0.99977,                      1,                 2.4263,              0.0040618,              0.0040618,              0.0040618
                      8,                0.07014,                0.99983,                      1,                 2.4261,              0.0030721,              0.0030721,              0.0030721
                      9,                0.06268,                0.99983,                      1,                 2.4261,              0.0020824,              0.0020824,              0.0020824
                     10,                0.05818,                0.99983,                      1,                 2.4261,              0.0010927,              0.0010927,              0.0010927
