                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1734,                0.99534,                      1,                 2.4479,              0.0033326,              0.0033326,              0.0033326
                      2,                0.21716,                0.99822,                      1,                 2.4314,              0.0065999,              0.0065999,              0.0065999
                      3,                0.20514,                0.99799,                0.99994,                 2.4308,              0.0098012,              0.0098012,              0.0098012
                      4,                0.20719,                0.99874,                      1,                 2.4286,               0.009703,               0.009703,               0.009703
                      5,                0.15343,                0.99943,                      1,                 2.4272,               0.009604,               0.009604,               0.009604
                      6,                0.13832,                 0.9996,                      1,                 2.4266,               0.009505,               0.009505,               0.009505
                      7,                0.12555,                0.99983,                      1,                 2.4262,               0.009406,               0.009406,               0.009406
                      8,                0.11961,                0.99994,                      1,                 2.4262,               0.009307,               0.009307,               0.009307
                      9,                0.11447,                0.99983,                      1,                 2.4262,               0.009208,               0.009208,               0.009208
                     10,                0.11362,                0.99994,                      1,                 2.4261,               0.009109,               0.009109,               0.009109
                     11,                0.10861,                0.99989,                      1,                 2.4261,                0.00901,                0.00901,                0.00901
                     12,                0.11249,                0.99989,                      1,                 2.4261,               0.008911,               0.008911,               0.008911
                     13,                0.11576,                0.99989,                      1,                  2.426,               0.008812,               0.008812,               0.008812
                     14,                0.10415,                0.99983,                      1,                  2.426,               0.008713,               0.008713,               0.008713
                     15,                0.10489,                0.99983,                      1,                  2.426,               0.008614,               0.008614,               0.008614
                     16,                0.10683,                0.99983,                      1,                  2.426,               0.008515,               0.008515,               0.008515
                     17,                0.10437,                0.99983,                      1,                  2.426,               0.008416,               0.008416,               0.008416
                     18,                0.09954,                0.99983,                      1,                  2.426,               0.008317,               0.008317,               0.008317
                     19,                0.09755,                0.99983,                      1,                  2.426,               0.008218,               0.008218,               0.008218
                     20,                0.10255,                0.99989,                      1,                  2.426,               0.008119,               0.008119,               0.008119
                     21,                0.09626,                0.99989,                      1,                  2.426,                0.00802,                0.00802,                0.00802
                     22,                0.09299,                0.99989,                      1,                  2.426,               0.007921,               0.007921,               0.007921
                     23,                0.09353,                0.99989,                      1,                  2.426,               0.007822,               0.007822,               0.007822
                     24,                0.09287,                0.99989,                      1,                  2.426,               0.007723,               0.007723,               0.007723
                     25,                0.08862,                0.99989,                      1,                  2.426,               0.007624,               0.007624,               0.007624
                     26,                 0.0889,                0.99989,                      1,                  2.426,               0.007525,               0.007525,               0.007525
                     27,                0.09301,                0.99989,                      1,                  2.426,               0.007426,               0.007426,               0.007426
                     28,                0.08583,                0.99989,                      1,                  2.426,               0.007327,               0.007327,               0.007327
                     29,                0.08545,                0.99989,                      1,                  2.426,               0.007228,               0.007228,               0.007228
                     30,                0.08809,                0.99989,                      1,                  2.426,               0.007129,               0.007129,               0.007129
