                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1557,                0.99477,                0.99977,                 2.4511,              0.0033326,              0.0033326,              0.0033326
                      2,                0.20716,                0.99724,                      1,                 2.4323,               0.006006,               0.006006,               0.006006
                      3,                0.17574,                0.99805,                      1,                 2.4302,              0.0080194,              0.0080194,              0.0080194
                      4,                0.15293,                0.99902,                      1,                 2.4279,                0.00703,                0.00703,                0.00703
                      5,                0.10931,                0.99948,                      1,                 2.4267,                0.00604,                0.00604,                0.00604
                      6,                0.08754,                0.99983,                      1,                 2.4261,                0.00505,                0.00505,                0.00505
                      7,                0.06991,                0.99994,                      1,                  2.426,                0.00406,                0.00406,                0.00406
                      8,                0.05882,                0.99994,                      1,                 2.4259,                0.00307,                0.00307,                0.00307
                      9,                0.04752,                0.99994,                      1,                 2.4259,                0.00208,                0.00208,                0.00208
                     10,                0.04303,                0.99994,                      1,                 2.4259,                0.00109,                0.00109,                0.00109
