                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.8281,                0.74684,                0.98328,                 2.8522,              0.0033326,              0.0033326,              0.0033326
                      2,                0.90631,                0.98218,                0.99977,                 2.4711,              0.0065999,              0.0065999,              0.0065999
                      3,                0.53233,                0.99345,                      1,                 2.4462,              0.0098012,              0.0098012,              0.0098012
                      4,                0.36871,                0.99707,                      1,                 2.4339,               0.009703,               0.009703,               0.009703
                      5,                0.26387,                0.99925,                      1,                 2.4291,               0.009604,               0.009604,               0.009604
                      6,                0.22544,                 0.9992,                      1,                 2.4289,               0.009505,               0.009505,               0.009505
                      7,                0.19595,                0.99914,                0.99994,                 2.4278,               0.009406,               0.009406,               0.009406
                      8,                0.18061,                0.99937,                      1,                 2.4272,               0.009307,               0.009307,               0.009307
                      9,                0.17081,                0.99977,                      1,                 2.4268,               0.009208,               0.009208,               0.009208
                     10,                0.16059,                0.99994,                      1,                 2.4265,               0.009109,               0.009109,               0.009109
                     11,                 0.1589,                0.99994,                      1,                 2.4264,                0.00901,                0.00901,                0.00901
                     12,                0.15054,                0.99989,                      1,                 2.4264,               0.008911,               0.008911,               0.008911
                     13,                0.14813,                0.99994,                      1,                 2.4263,               0.008812,               0.008812,               0.008812
                     14,                0.13652,                0.99994,                      1,                 2.4262,               0.008713,               0.008713,               0.008713
                     15,                0.13197,                0.99994,                      1,                 2.4262,               0.008614,               0.008614,               0.008614
                     16,                0.13271,                0.99994,                      1,                 2.4261,               0.008515,               0.008515,               0.008515
                     17,                0.12501,                0.99994,                      1,                 2.4261,               0.008416,               0.008416,               0.008416
                     18,                0.12303,                0.99994,                      1,                 2.4261,               0.008317,               0.008317,               0.008317
                     19,                0.11922,                0.99994,                      1,                 2.4261,               0.008218,               0.008218,               0.008218
                     20,                0.11848,                0.99994,                      1,                 2.4261,               0.008119,               0.008119,               0.008119
                     21,                0.11553,                0.99989,                      1,                 2.4261,                0.00802,                0.00802,                0.00802
                     22,                0.11871,                0.99989,                      1,                  2.426,               0.007921,               0.007921,               0.007921
                     23,                0.11388,                0.99994,                      1,                  2.426,               0.007822,               0.007822,               0.007822
                     24,                0.11173,                0.99994,                      1,                 2.4261,               0.007723,               0.007723,               0.007723
                     25,                0.10499,                0.99994,                      1,                  2.426,               0.007624,               0.007624,               0.007624
                     26,                0.10534,                0.99994,                      1,                  2.426,               0.007525,               0.007525,               0.007525
                     27,                0.10491,                0.99994,                      1,                  2.426,               0.007426,               0.007426,               0.007426
                     28,                 0.1046,                      1,                      1,                  2.426,               0.007327,               0.007327,               0.007327
                     29,                0.09603,                      1,                      1,                  2.426,               0.007228,               0.007228,               0.007228
                     30,                0.09781,                      1,                      1,                  2.426,               0.007129,               0.007129,               0.007129
                     31,                0.09578,                      1,                      1,                  2.426,                0.00703,                0.00703,                0.00703
                     32,                0.09788,                      1,                      1,                  2.426,               0.006931,               0.006931,               0.006931
                     33,                0.09276,                      1,                      1,                  2.426,               0.006832,               0.006832,               0.006832
                     34,                0.09863,                      1,                      1,                  2.426,               0.006733,               0.006733,               0.006733
                     35,                0.09036,                      1,                      1,                  2.426,               0.006634,               0.006634,               0.006634
                     36,                0.09055,                      1,                      1,                  2.426,               0.006535,               0.006535,               0.006535
                     37,                0.09032,                      1,                      1,                 2.4259,               0.006436,               0.006436,               0.006436
                     38,                0.08586,                      1,                      1,                 2.4259,               0.006337,               0.006337,               0.006337
                     39,                0.08494,                      1,                      1,                 2.4259,               0.006238,               0.006238,               0.006238
                     40,                0.08845,                      1,                      1,                 2.4259,               0.006139,               0.006139,               0.006139
                     41,                0.08438,                      1,                      1,                 2.4259,                0.00604,                0.00604,                0.00604
                     42,                0.08078,                      1,                      1,                 2.4259,               0.005941,               0.005941,               0.005941
                     43,                0.08092,                      1,                      1,                 2.4259,               0.005842,               0.005842,               0.005842
                     44,                0.08175,                      1,                      1,                 2.4259,               0.005743,               0.005743,               0.005743
                     45,                 0.0776,                      1,                      1,                 2.4259,               0.005644,               0.005644,               0.005644
                     46,                0.07645,                      1,                      1,                 2.4259,               0.005545,               0.005545,               0.005545
                     47,                0.07495,                      1,                      1,                 2.4258,               0.005446,               0.005446,               0.005446
                     48,                0.07343,                      1,                      1,                 2.4259,               0.005347,               0.005347,               0.005347
                     49,                0.07549,                      1,                      1,                 2.4258,               0.005248,               0.005248,               0.005248
                     50,                0.07226,                      1,                      1,                 2.4258,               0.005149,               0.005149,               0.005149
                     51,                0.07444,                      1,                      1,                 2.4258,                0.00505,                0.00505,                0.00505
                     52,                0.07511,                      1,                      1,                 2.4258,               0.004951,               0.004951,               0.004951
                     53,                0.06949,                0.99994,                      1,                 2.4258,               0.004852,               0.004852,               0.004852
                     54,                0.07199,                0.99994,                      1,                 2.4258,               0.004753,               0.004753,               0.004753
                     55,                0.06576,                      1,                      1,                 2.4258,               0.004654,               0.004654,               0.004654
                     56,                0.06713,                      1,                      1,                 2.4258,               0.004555,               0.004555,               0.004555
                     57,                0.06848,                      1,                      1,                 2.4258,               0.004456,               0.004456,               0.004456
                     58,                0.06492,                      1,                      1,                 2.4258,               0.004357,               0.004357,               0.004357
                     59,                0.06299,                      1,                      1,                 2.4258,               0.004258,               0.004258,               0.004258
                     60,                0.06456,                      1,                      1,                 2.4258,               0.004159,               0.004159,               0.004159
                     61,                0.06193,                      1,                      1,                 2.4258,                0.00406,                0.00406,                0.00406
                     62,                0.05955,                      1,                      1,                 2.4258,               0.003961,               0.003961,               0.003961
                     63,                0.06108,                      1,                      1,                 2.4258,               0.003862,               0.003862,               0.003862
                     64,                0.05756,                      1,                      1,                 2.4258,               0.003763,               0.003763,               0.003763
                     65,                 0.0547,                      1,                      1,                 2.4258,               0.003664,               0.003664,               0.003664
                     66,                0.05598,                      1,                      1,                 2.4258,               0.003565,               0.003565,               0.003565
                     67,                0.05531,                      1,                      1,                 2.4258,               0.003466,               0.003466,               0.003466
                     68,                0.05387,                      1,                      1,                 2.4258,               0.003367,               0.003367,               0.003367
                     69,                0.04905,                      1,                      1,                 2.4258,               0.003268,               0.003268,               0.003268
                     70,                 0.0524,                      1,                      1,                 2.4258,               0.003169,               0.003169,               0.003169
                     71,                0.04896,                      1,                      1,                 2.4258,                0.00307,                0.00307,                0.00307
                     72,                0.04909,                      1,                      1,                 2.4258,               0.002971,               0.002971,               0.002971
                     73,                 0.0499,                      1,                      1,                 2.4258,               0.002872,               0.002872,               0.002872
                     74,                0.04818,                      1,                      1,                 2.4258,               0.002773,               0.002773,               0.002773
                     75,                0.04587,                      1,                      1,                 2.4258,               0.002674,               0.002674,               0.002674
                     76,                  0.045,                      1,                      1,                 2.4258,               0.002575,               0.002575,               0.002575
                     77,                0.04571,                      1,                      1,                 2.4258,               0.002476,               0.002476,               0.002476
                     78,                0.04294,                      1,                      1,                 2.4258,               0.002377,               0.002377,               0.002377
                     79,                0.04024,                      1,                      1,                 2.4258,               0.002278,               0.002278,               0.002278
                     80,                0.03985,                      1,                      1,                 2.4258,               0.002179,               0.002179,               0.002179
                     81,                0.03983,                      1,                      1,                 2.4258,                0.00208,                0.00208,                0.00208
                     82,                0.03744,                      1,                      1,                 2.4258,               0.001981,               0.001981,               0.001981
                     83,                0.03618,                      1,                      1,                 2.4258,               0.001882,               0.001882,               0.001882
                     84,                0.03397,                      1,                      1,                 2.4258,               0.001783,               0.001783,               0.001783
                     85,                0.03392,                      1,                      1,                 2.4258,               0.001684,               0.001684,               0.001684
                     86,                0.03238,                      1,                      1,                 2.4258,               0.001585,               0.001585,               0.001585
                     87,                 0.0294,                      1,                      1,                 2.4258,               0.001486,               0.001486,               0.001486
                     88,                0.03117,                      1,                      1,                 2.4258,               0.001387,               0.001387,               0.001387
                     89,                0.03035,                      1,                      1,                 2.4258,               0.001288,               0.001288,               0.001288
                     90,                0.02721,                      1,                      1,                 2.4258,               0.001189,               0.001189,               0.001189
                     91,                0.02928,                      1,                      1,                 2.4258,                0.00109,                0.00109,                0.00109
                     92,                0.02624,                      1,                      1,                 2.4258,               0.000991,               0.000991,               0.000991
                     93,                  0.026,                      1,                      1,                 2.4258,               0.000892,               0.000892,               0.000892
                     94,                0.02469,                      1,                      1,                 2.4258,               0.000793,               0.000793,               0.000793
                     95,                0.02346,                      1,                      1,                 2.4258,               0.000694,               0.000694,               0.000694
                     96,                 0.0225,                      1,                      1,                 2.4258,               0.000595,               0.000595,               0.000595
                     97,                0.02157,                      1,                      1,                 2.4258,               0.000496,               0.000496,               0.000496
                     98,                0.02012,                      1,                      1,                 2.4258,               0.000397,               0.000397,               0.000397
                     99,                0.02038,                      1,                      1,                 2.4258,               0.000298,               0.000298,               0.000298
                    100,                0.01845,                      1,                      1,                 2.4258,               0.000199,               0.000199,               0.000199
