                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2135,                0.99368,                0.99994,                 2.4579,              0.0033969,              0.0033969,              0.0033969
                      2,                0.25249,                0.99799,                0.99989,                 2.4332,              0.0061212,              0.0061212,              0.0061212
                      3,                0.21278,                0.99776,                      1,                 2.4301,              0.0080182,              0.0080182,              0.0080182
                      4,                 0.1795,                0.99948,                      1,                  2.427,              0.0070273,              0.0070273,              0.0070273
                      5,                0.13193,                0.99966,                      1,                 2.4266,              0.0060364,              0.0060364,              0.0060364
                      6,                0.10729,                 0.9996,                      1,                 2.4264,              0.0050455,              0.0050455,              0.0050455
                      7,                0.09028,                0.99994,                      1,                 2.4261,              0.0040546,              0.0040546,              0.0040546
                      8,                0.07671,                0.99977,                      1,                 2.4261,              0.0030637,              0.0030637,              0.0030637
                      9,                0.06666,                0.99977,                      1,                  2.426,              0.0020728,              0.0020728,              0.0020728
                     10,                0.05647,                0.99989,                      1,                  2.426,              0.0010819,              0.0010819,              0.0010819
