                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1861,                0.99425,                      1,                  2.452,              0.0048865,              0.0048865,              0.0048865
                      2,                0.22562,                0.99506,                      1,                 2.4356,              0.0088069,              0.0088069,              0.0088069
                      3,                0.18431,                0.99862,                      1,                 2.4284,              0.0080207,              0.0080207,              0.0080207
                      4,                0.12254,                0.99914,                      1,                 2.4271,              0.0070311,              0.0070311,              0.0070311
                      5,                0.09516,                0.99977,                      1,                 2.4262,              0.0060414,              0.0060414,              0.0060414
                      6,                0.08113,                0.99989,                      1,                 2.4261,              0.0050518,              0.0050518,              0.0050518
                      7,                0.06906,                      1,                      1,                  2.426,              0.0040622,              0.0040622,              0.0040622
                      8,                0.05824,                0.99994,                      1,                 2.4259,              0.0030725,              0.0030725,              0.0030725
                      9,                0.04841,                      1,                      1,                 2.4259,              0.0020829,              0.0020829,              0.0020829
                     10,                0.04548,                      1,                      1,                 2.4259,              0.0010932,              0.0010932,              0.0010932
