                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0894,                0.99483,                      1,                 2.4443,              0.0048865,              0.0048865,              0.0048865
                      2,                0.23774,                0.99425,                0.99983,                  2.437,              0.0088069,              0.0088069,              0.0088069
                      3,                0.26441,                0.99833,                      1,                 2.4305,              0.0080207,              0.0080207,              0.0080207
                      4,                0.15466,                0.99971,                      1,                 2.4276,              0.0070311,              0.0070311,              0.0070311
                      5,                0.12195,                0.99966,                      1,                  2.427,              0.0060414,              0.0060414,              0.0060414
                      6,                0.09806,                0.99983,                      1,                 2.4263,              0.0050518,              0.0050518,              0.0050518
                      7,                 0.0803,                      1,                      1,                  2.426,              0.0040622,              0.0040622,              0.0040622
                      8,                0.06464,                      1,                      1,                  2.426,              0.0030725,              0.0030725,              0.0030725
                      9,                0.05689,                      1,                      1,                 2.4259,              0.0020829,              0.0020829,              0.0020829
                     10,                0.04338,                      1,                      1,                 2.4259,              0.0010932,              0.0010932,              0.0010932
