                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2336,                0.99603,                0.99994,                 2.4513,              0.0046955,              0.0046955,              0.0046955
                      2,                0.17934,                0.99885,                      1,                 2.4301,              0.0084604,              0.0084604,              0.0084604
                      3,                0.13012,                0.99954,                      1,                  2.427,              0.0080159,              0.0080159,              0.0080159
                      4,                0.08995,                0.99971,                      1,                 2.4262,              0.0070238,              0.0070238,              0.0070238
                      5,                0.07115,                0.99971,                      1,                 2.4262,              0.0060318,              0.0060318,              0.0060318
                      6,                0.06043,                0.99989,                      1,                  2.426,              0.0050397,              0.0050397,              0.0050397
                      7,                0.04777,                0.99989,                      1,                 2.4259,              0.0040476,              0.0040476,              0.0040476
                      8,                0.04566,                0.99994,                      1,                 2.4259,              0.0030556,              0.0030556,              0.0030556
                      9,                0.03941,                0.99994,                      1,                 2.4259,              0.0020635,              0.0020635,              0.0020635
                     10,                0.03454,                      1,                      1,                 2.4259,              0.0010715,              0.0010715,              0.0010715
