                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.203,                0.99379,                0.99994,                 2.4527,              0.0034706,              0.0034706,              0.0034706
                      2,                0.23412,                0.99672,                0.99994,                 2.4336,              0.0062549,              0.0062549,              0.0062549
                      3,                0.23857,                0.99609,                      1,                 2.4344,              0.0080206,              0.0080206,              0.0080206
                      4,                0.20649,                0.99914,                      1,                 2.4282,              0.0070309,              0.0070309,              0.0070309
                      5,                0.14021,                0.99948,                      1,                 2.4269,              0.0060412,              0.0060412,              0.0060412
                      6,                0.11662,                0.99983,                      1,                 2.4265,              0.0050515,              0.0050515,              0.0050515
                      7,                0.09358,                0.99983,                      1,                 2.4261,              0.0040618,              0.0040618,              0.0040618
                      8,                0.07232,                0.99994,                      1,                  2.426,              0.0030721,              0.0030721,              0.0030721
                      9,                0.06044,                0.99989,                      1,                  2.426,              0.0020824,              0.0020824,              0.0020824
                     10,                 0.0516,                0.99989,                      1,                  2.426,              0.0010927,              0.0010927,              0.0010927
