                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.00218,                0.99972,                      1,                 2.2488,              0.0033314,              0.0033314,              0.0033314
                      2,                0.00571,                0.95134,                0.99359,                 2.3207,              0.0065987,              0.0065987,              0.0065987
                      3,                0.06915,                0.94228,                      1,                  2.318,              0.0098001,              0.0098001,              0.0098001
                      4,                0.17552,                0.94716,                  0.994,                 2.3217,               0.009703,               0.009703,               0.009703
                      5,                 0.1051,                0.88441,                0.99247,                 2.3821,               0.009604,               0.009604,               0.009604
                      6,                0.07107,                0.99191,                      1,                  2.257,               0.009505,               0.009505,               0.009505
                      7,                0.06341,                 0.9795,                      1,                  2.274,               0.009406,               0.009406,               0.009406
                      8,                0.05464,                0.99944,                      1,                 2.2491,               0.009307,               0.009307,               0.009307
                      9,                0.05125,                0.99665,                      1,                  2.255,               0.009208,               0.009208,               0.009208
                     10,                0.04389,                0.99986,                      1,                  2.249,               0.009109,               0.009109,               0.009109
                     11,                0.04204,                0.98815,                      1,                 2.2648,                0.00901,                0.00901,                0.00901
                     12,                0.04044,                0.99944,                      1,                 2.2498,               0.008911,               0.008911,               0.008911
                     13,                 0.0406,                0.99763,                      1,                 2.2501,               0.008812,               0.008812,               0.008812
                     14,                0.03569,                 0.9993,                      1,                 2.2492,               0.008713,               0.008713,               0.008713
                     15,                0.02786,                0.99763,                      1,                  2.251,               0.008614,               0.008614,               0.008614
                     16,                0.03045,                      1,                      1,                 2.2484,               0.008515,               0.008515,               0.008515
                     17,                0.03256,                0.99972,                      1,                 2.2487,               0.008416,               0.008416,               0.008416
                     18,                0.03428,                0.99777,                      1,                 2.2497,               0.008317,               0.008317,               0.008317
                     19,                 0.0333,                0.99916,                      1,                 2.2488,               0.008218,               0.008218,               0.008218
                     20,                0.02958,                 0.9993,                      1,                 2.2489,               0.008119,               0.008119,               0.008119
                     21,                0.03066,                0.99888,                      1,                 2.2492,                0.00802,                0.00802,                0.00802
                     22,                0.02936,                      1,                      1,                 2.2482,               0.007921,               0.007921,               0.007921
                     23,                0.03182,                      1,                      1,                 2.2486,               0.007822,               0.007822,               0.007822
                     24,                0.02746,                      1,                      1,                 2.2483,               0.007723,               0.007723,               0.007723
                     25,                0.02676,                      1,                      1,                 2.2482,               0.007624,               0.007624,               0.007624
                     26,                0.02721,                      1,                      1,                 2.2485,               0.007525,               0.007525,               0.007525
                     27,                  0.028,                0.99902,                      1,                 2.2492,               0.007426,               0.007426,               0.007426
                     28,                0.02687,                0.99902,                      1,                 2.2491,               0.007327,               0.007327,               0.007327
                     29,                0.02322,                0.99944,                      1,                 2.2489,               0.007228,               0.007228,               0.007228
                     30,                0.02605,                0.99958,                      1,                 2.2486,               0.007129,               0.007129,               0.007129
                     31,                0.02104,                0.99958,                      1,                 2.2486,                0.00703,                0.00703,                0.00703
                     32,                0.02893,                0.99902,                      1,                  2.249,               0.006931,               0.006931,               0.006931
                     33,                0.02557,                0.99958,                      1,                 2.2487,               0.006832,               0.006832,               0.006832
                     34,                0.02419,                0.99958,                      1,                 2.2486,               0.006733,               0.006733,               0.006733
                     35,                0.02285,                0.99944,                      1,                 2.2487,               0.006634,               0.006634,               0.006634
                     36,                 0.0228,                0.99944,                      1,                 2.2487,               0.006535,               0.006535,               0.006535
                     37,                 0.0213,                0.99944,                      1,                 2.2489,               0.006436,               0.006436,               0.006436
                     38,                0.02173,                0.99944,                      1,                 2.2489,               0.006337,               0.006337,               0.006337
                     39,                0.02416,                 0.9993,                      1,                 2.2489,               0.006238,               0.006238,               0.006238
                     40,                0.02151,                 0.9993,                      1,                 2.2489,               0.006139,               0.006139,               0.006139
                     41,                0.02334,                0.99944,                      1,                 2.2487,                0.00604,                0.00604,                0.00604
                     42,                0.02444,                0.99958,                      1,                 2.2486,               0.005941,               0.005941,               0.005941
                     43,                0.01899,                0.99986,                      1,                 2.2485,               0.005842,               0.005842,               0.005842
                     44,                0.02173,                      1,                      1,                 2.2485,               0.005743,               0.005743,               0.005743
                     45,                0.02114,                      1,                      1,                 2.2485,               0.005644,               0.005644,               0.005644
                     46,                0.01877,                      1,                      1,                 2.2487,               0.005545,               0.005545,               0.005545
                     47,                0.02357,                0.99986,                      1,                 2.2485,               0.005446,               0.005446,               0.005446
                     48,                0.01787,                0.99986,                      1,                 2.2485,               0.005347,               0.005347,               0.005347
                     49,                0.01641,                      1,                      1,                 2.2485,               0.005248,               0.005248,               0.005248
                     50,                0.01655,                      1,                      1,                 2.2484,               0.005149,               0.005149,               0.005149
                     51,                0.01571,                      1,                      1,                 2.2484,                0.00505,                0.00505,                0.00505
                     52,                0.01614,                      1,                      1,                 2.2484,               0.004951,               0.004951,               0.004951
                     53,                0.01725,                      1,                      1,                 2.2484,               0.004852,               0.004852,               0.004852
                     54,                 0.0165,                      1,                      1,                 2.2483,               0.004753,               0.004753,               0.004753
                     55,                0.01528,                      1,                      1,                 2.2483,               0.004654,               0.004654,               0.004654
                     56,                0.01283,                      1,                      1,                 2.2483,               0.004555,               0.004555,               0.004555
                     57,                0.01224,                      1,                      1,                 2.2483,               0.004456,               0.004456,               0.004456
                     58,                0.01388,                      1,                      1,                 2.2483,               0.004357,               0.004357,               0.004357
                     59,                0.01171,                      1,                      1,                 2.2483,               0.004258,               0.004258,               0.004258
                     60,                0.01272,                      1,                      1,                 2.2483,               0.004159,               0.004159,               0.004159
                     61,                0.01235,                      1,                      1,                 2.2483,                0.00406,                0.00406,                0.00406
                     62,                0.01281,                      1,                      1,                 2.2483,               0.003961,               0.003961,               0.003961
                     63,                0.01488,                      1,                      1,                 2.2483,               0.003862,               0.003862,               0.003862
                     64,                0.01301,                      1,                      1,                 2.2483,               0.003763,               0.003763,               0.003763
                     65,                0.01207,                      1,                      1,                 2.2483,               0.003664,               0.003664,               0.003664
                     66,                0.01146,                      1,                      1,                 2.2483,               0.003565,               0.003565,               0.003565
                     67,                0.01209,                      1,                      1,                 2.2484,               0.003466,               0.003466,               0.003466
                     68,                0.01169,                      1,                      1,                 2.2484,               0.003367,               0.003367,               0.003367
                     69,                0.00818,                      1,                      1,                 2.2484,               0.003268,               0.003268,               0.003268
                     70,                0.00964,                      1,                      1,                 2.2484,               0.003169,               0.003169,               0.003169
                     71,                0.01049,                      1,                      1,                 2.2484,                0.00307,                0.00307,                0.00307
                     72,                0.00886,                      1,                      1,                 2.2484,               0.002971,               0.002971,               0.002971
                     73,                0.00813,                      1,                      1,                 2.2485,               0.002872,               0.002872,               0.002872
                     74,                0.00856,                      1,                      1,                 2.2486,               0.002773,               0.002773,               0.002773
                     75,                0.00658,                      1,                      1,                 2.2486,               0.002674,               0.002674,               0.002674
                     76,                0.00777,                0.99972,                      1,                 2.2487,               0.002575,               0.002575,               0.002575
                     77,                 0.0068,                0.99972,                      1,                 2.2487,               0.002476,               0.002476,               0.002476
                     78,                0.00706,                0.99972,                      1,                 2.2487,               0.002377,               0.002377,               0.002377
