                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1704,                0.99316,                0.99989,                 2.4531,              0.0034675,              0.0034675,              0.0034675
                      2,                0.22913,                0.99862,                      1,                 2.4314,              0.0062485,              0.0062485,              0.0062485
                      3,                0.18358,                0.99897,                      1,                 2.4291,               0.008018,               0.008018,               0.008018
                      4,                0.14642,                0.99977,                      1,                 2.4268,               0.007027,               0.007027,               0.007027
                      5,                0.10727,                0.99983,                      1,                 2.4264,               0.006036,               0.006036,               0.006036
                      6,                0.09368,                0.99977,                      1,                 2.4263,               0.005045,               0.005045,               0.005045
                      7,                 0.0777,                      1,                      1,                  2.426,               0.004054,               0.004054,               0.004054
                      8,                0.06774,                      1,                      1,                 2.4259,               0.003063,               0.003063,               0.003063
                      9,                0.06064,                      1,                      1,                 2.4259,               0.002072,               0.002072,               0.002072
                     10,                0.05094,                      1,                      1,                 2.4259,               0.001081,               0.001081,               0.001081
