                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1676,                0.99282,                0.99994,                 2.3506,              0.0033325,              0.0033325,              0.0033325
                      2,                0.20819,                0.99897,                      1,                 2.3272,              0.0065998,              0.0065998,              0.0065998
                      3,                 0.1929,                0.99673,                      1,                 2.3286,              0.0098012,              0.0098012,              0.0098012
                      4,                0.18758,                0.99885,                      1,                 2.3247,               0.009703,               0.009703,               0.009703
                      5,                0.13947,                0.99891,                      1,                  2.324,               0.009604,               0.009604,               0.009604
                      6,                0.12057,                0.99955,                      1,                  2.323,               0.009505,               0.009505,               0.009505
                      7,                0.11276,                0.99994,                      1,                 2.3226,               0.009406,               0.009406,               0.009406
                      8,                0.10445,                0.99994,                      1,                 2.3224,               0.009307,               0.009307,               0.009307
                      9,                0.10457,                      1,                      1,                 2.3224,               0.009208,               0.009208,               0.009208
                     10,                0.10411,                0.99981,                      1,                 2.3225,               0.009109,               0.009109,               0.009109
                     11,                0.09595,                0.99974,                      1,                 2.3225,                0.00901,                0.00901,                0.00901
                     12,                0.09587,                      1,                      1,                 2.3224,               0.008911,               0.008911,               0.008911
                     13,                0.09614,                0.99987,                      1,                 2.3224,               0.008812,               0.008812,               0.008812
                     14,                 0.0972,                0.99994,                      1,                 2.3224,               0.008713,               0.008713,               0.008713
                     15,                0.09603,                      1,                      1,                 2.3223,               0.008614,               0.008614,               0.008614
                     16,                0.09516,                      1,                      1,                 2.3223,               0.008515,               0.008515,               0.008515
                     17,                0.08913,                      1,                      1,                 2.3223,               0.008416,               0.008416,               0.008416
                     18,                 0.0932,                      1,                      1,                 2.3223,               0.008317,               0.008317,               0.008317
                     19,                0.08887,                      1,                      1,                 2.3223,               0.008218,               0.008218,               0.008218
                     20,                 0.0882,                      1,                      1,                 2.3223,               0.008119,               0.008119,               0.008119
                     21,                0.08918,                      1,                      1,                 2.3223,                0.00802,                0.00802,                0.00802
                     22,                0.08833,                      1,                      1,                 2.3223,               0.007921,               0.007921,               0.007921
                     23,                0.08483,                      1,                      1,                 2.3223,               0.007822,               0.007822,               0.007822
                     24,                0.08375,                      1,                      1,                 2.3223,               0.007723,               0.007723,               0.007723
                     25,                0.08328,                      1,                      1,                 2.3223,               0.007624,               0.007624,               0.007624
                     26,                0.08205,                      1,                      1,                 2.3223,               0.007525,               0.007525,               0.007525
                     27,                0.08303,                      1,                      1,                 2.3223,               0.007426,               0.007426,               0.007426
                     28,                0.07952,                      1,                      1,                 2.3223,               0.007327,               0.007327,               0.007327
                     29,                0.07812,                      1,                      1,                 2.3223,               0.007228,               0.007228,               0.007228
                     30,                0.08065,                      1,                      1,                 2.3223,               0.007129,               0.007129,               0.007129
                     31,                0.06846,                      1,                      1,                 2.3223,                0.00703,                0.00703,                0.00703
                     32,                0.07577,                      1,                      1,                 2.3223,               0.006931,               0.006931,               0.006931
                     33,                0.07134,                      1,                      1,                 2.3223,               0.006832,               0.006832,               0.006832
                     34,                0.07258,                      1,                      1,                 2.3223,               0.006733,               0.006733,               0.006733
                     35,                0.07215,                      1,                      1,                 2.3223,               0.006634,               0.006634,               0.006634
                     36,                0.07293,                      1,                      1,                 2.3223,               0.006535,               0.006535,               0.006535
                     37,                0.06995,                0.99994,                      1,                 2.3223,               0.006436,               0.006436,               0.006436
                     38,                0.07052,                0.99994,                      1,                 2.3223,               0.006337,               0.006337,               0.006337
                     39,                0.06747,                0.99994,                      1,                 2.3223,               0.006238,               0.006238,               0.006238
                     40,                0.06734,                      1,                      1,                 2.3223,               0.006139,               0.006139,               0.006139
                     41,                0.06829,                      1,                      1,                 2.3223,                0.00604,                0.00604,                0.00604
                     42,                0.06364,                      1,                      1,                 2.3223,               0.005941,               0.005941,               0.005941
                     43,                0.06162,                      1,                      1,                 2.3223,               0.005842,               0.005842,               0.005842
                     44,                 0.0629,                      1,                      1,                 2.3223,               0.005743,               0.005743,               0.005743
                     45,                 0.0651,                      1,                      1,                 2.3223,               0.005644,               0.005644,               0.005644
                     46,                0.06512,                      1,                      1,                 2.3223,               0.005545,               0.005545,               0.005545
                     47,                0.06418,                      1,                      1,                 2.3223,               0.005446,               0.005446,               0.005446
                     48,                0.06224,                      1,                      1,                 2.3223,               0.005347,               0.005347,               0.005347
                     49,                0.05923,                      1,                      1,                 2.3223,               0.005248,               0.005248,               0.005248
                     50,                0.05672,                      1,                      1,                 2.3223,               0.005149,               0.005149,               0.005149
                     51,                0.05732,                      1,                      1,                 2.3223,                0.00505,                0.00505,                0.00505
                     52,                 0.0555,                      1,                      1,                 2.3223,               0.004951,               0.004951,               0.004951
                     53,                0.05702,                      1,                      1,                 2.3223,               0.004852,               0.004852,               0.004852
                     54,                0.05572,                      1,                      1,                 2.3223,               0.004753,               0.004753,               0.004753
                     55,                0.05393,                      1,                      1,                 2.3223,               0.004654,               0.004654,               0.004654
                     56,                0.05302,                      1,                      1,                 2.3223,               0.004555,               0.004555,               0.004555
                     57,                0.04904,                      1,                      1,                 2.3223,               0.004456,               0.004456,               0.004456
                     58,                0.05061,                      1,                      1,                 2.3223,               0.004357,               0.004357,               0.004357
                     59,                0.05041,                      1,                      1,                 2.3223,               0.004258,               0.004258,               0.004258
                     60,                0.04841,                      1,                      1,                 2.3223,               0.004159,               0.004159,               0.004159
                     61,                0.05244,                      1,                      1,                 2.3223,                0.00406,                0.00406,                0.00406
                     62,                 0.0492,                      1,                      1,                 2.3223,               0.003961,               0.003961,               0.003961
                     63,                0.04951,                      1,                      1,                 2.3223,               0.003862,               0.003862,               0.003862
                     64,                0.04642,                      1,                      1,                 2.3223,               0.003763,               0.003763,               0.003763
                     65,                0.04613,                      1,                      1,                 2.3223,               0.003664,               0.003664,               0.003664
                     66,                0.04363,                      1,                      1,                 2.3223,               0.003565,               0.003565,               0.003565
                     67,                0.04261,                      1,                      1,                 2.3223,               0.003466,               0.003466,               0.003466
                     68,                0.04499,                      1,                      1,                 2.3223,               0.003367,               0.003367,               0.003367
                     69,                0.04029,                      1,                      1,                 2.3223,               0.003268,               0.003268,               0.003268
                     70,                0.04034,                      1,                      1,                 2.3223,               0.003169,               0.003169,               0.003169
                     71,                0.03811,                      1,                      1,                 2.3223,                0.00307,                0.00307,                0.00307
                     72,                0.03738,                      1,                      1,                 2.3223,               0.002971,               0.002971,               0.002971
                     73,                0.03734,                      1,                      1,                 2.3223,               0.002872,               0.002872,               0.002872
                     74,                0.03804,                      1,                      1,                 2.3223,               0.002773,               0.002773,               0.002773
                     75,                0.03707,                      1,                      1,                 2.3223,               0.002674,               0.002674,               0.002674
                     76,                0.03411,                      1,                      1,                 2.3223,               0.002575,               0.002575,               0.002575
                     77,                0.03529,                      1,                      1,                 2.3223,               0.002476,               0.002476,               0.002476
                     78,                0.03261,                      1,                      1,                 2.3223,               0.002377,               0.002377,               0.002377
                     79,                0.03076,                      1,                      1,                 2.3223,               0.002278,               0.002278,               0.002278
                     80,                0.03201,                      1,                      1,                 2.3223,               0.002179,               0.002179,               0.002179
                     81,                0.03027,                      1,                      1,                 2.3223,                0.00208,                0.00208,                0.00208
                     82,                0.03087,                      1,                      1,                 2.3223,               0.001981,               0.001981,               0.001981
                     83,                0.02743,                      1,                      1,                 2.3223,               0.001882,               0.001882,               0.001882
                     84,                 0.0284,                      1,                      1,                 2.3223,               0.001783,               0.001783,               0.001783
                     85,                0.02541,                      1,                      1,                 2.3223,               0.001684,               0.001684,               0.001684
                     86,                0.02565,                      1,                      1,                 2.3223,               0.001585,               0.001585,               0.001585
                     87,                0.02255,                      1,                      1,                 2.3223,               0.001486,               0.001486,               0.001486
                     88,                0.02228,                      1,                      1,                 2.3223,               0.001387,               0.001387,               0.001387
                     89,                0.02279,                      1,                      1,                 2.3223,               0.001288,               0.001288,               0.001288
                     90,                0.02034,                      1,                      1,                 2.3223,               0.001189,               0.001189,               0.001189
                     91,                0.02122,                      1,                      1,                 2.3223,                0.00109,                0.00109,                0.00109
                     92,                0.02049,                      1,                      1,                 2.3223,               0.000991,               0.000991,               0.000991
                     93,                 0.0191,                      1,                      1,                 2.3223,               0.000892,               0.000892,               0.000892
                     94,                0.01874,                      1,                      1,                 2.3223,               0.000793,               0.000793,               0.000793
                     95,                0.01776,                      1,                      1,                 2.3223,               0.000694,               0.000694,               0.000694
                     96,                0.01621,                      1,                      1,                 2.3223,               0.000595,               0.000595,               0.000595
                     97,                0.01554,                      1,                      1,                 2.3223,               0.000496,               0.000496,               0.000496
                     98,                0.01402,                      1,                      1,                 2.3223,               0.000397,               0.000397,               0.000397
