                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.93398,                0.99391,                0.99989,                 2.4448,              0.0034287,              0.0034287,              0.0034287
                      2,                0.21122,                0.99529,                      1,                 2.4364,              0.0061797,              0.0061797,              0.0061797
                      3,                0.18782,                0.99713,                      1,                 2.4311,              0.0080212,              0.0080212,              0.0080212
                      4,                0.15108,                 0.9996,                      1,                 2.4271,              0.0070318,              0.0070318,              0.0070318
                      5,                0.11635,                0.99983,                      1,                 2.4263,              0.0060424,              0.0060424,              0.0060424
                      6,                0.09275,                      1,                      1,                  2.426,               0.005053,               0.005053,               0.005053
                      7,                0.07807,                0.99989,                      1,                  2.426,              0.0040637,              0.0040637,              0.0040637
                      8,                0.06568,                0.99994,                      1,                 2.4259,              0.0030743,              0.0030743,              0.0030743
                      9,                0.05657,                      1,                      1,                 2.4259,              0.0020849,              0.0020849,              0.0020849
                     10,                0.04716,                      1,                      1,                 2.4259,              0.0010955,              0.0010955,              0.0010955
