                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1872,                0.99276,                0.99994,                 2.4545,              0.0048865,              0.0048865,              0.0048865
                      2,                0.28757,                 0.9804,                0.99994,                 2.4599,              0.0088069,              0.0088069,              0.0088069
                      3,                0.42219,                0.99224,                0.99989,                 2.4403,              0.0080208,              0.0080208,              0.0080208
                      4,                0.23395,                 0.9958,                      1,                 2.4333,              0.0070311,              0.0070311,              0.0070311
                      5,                0.18817,                0.99747,                      1,                 2.4299,              0.0060415,              0.0060415,              0.0060415
                      6,                0.16248,                0.99868,                0.99989,                 2.4283,              0.0050519,              0.0050519,              0.0050519
                      7,                0.13057,                0.99977,                0.99994,                 2.4268,              0.0040623,              0.0040623,              0.0040623
                      8,                0.10528,                0.99977,                      1,                 2.4263,              0.0030727,              0.0030727,              0.0030727
                      9,                0.08511,                0.99971,                      1,                 2.4264,               0.002083,               0.002083,               0.002083
                     10,                0.06743,                0.99971,                      1,                 2.4263,              0.0010934,              0.0010934,              0.0010934
