                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.7715,                0.93391,                      1,                 2.4045,              0.0033314,              0.0033314,              0.0033314
                      2,                0.32751,                0.89264,                0.99721,                 2.4149,              0.0066427,              0.0066427,              0.0066427
                      3,                 0.2135,                0.93307,                0.99972,                 2.3322,              0.0099321,              0.0099321,              0.0099321
                      4,                0.17731,                0.99442,                      1,                 2.2573,               0.009901,               0.009901,               0.009901
                      5,                0.11742,                0.99191,                      1,                 2.2627,               0.009868,               0.009868,               0.009868
                      6,                0.09588,                0.96584,                0.99972,                 2.2953,               0.009835,               0.009835,               0.009835
                      7,                0.08198,                0.99693,                      1,                 2.2522,               0.009802,               0.009802,               0.009802
                      8,                0.06593,                0.99986,                      1,                 2.2487,               0.009769,               0.009769,               0.009769
                      9,                0.06761,                0.99902,                      1,                 2.2507,               0.009736,               0.009736,               0.009736
                     10,                0.05855,                      1,                      1,                 2.2485,               0.009703,               0.009703,               0.009703
                     11,                0.05417,                0.99986,                      1,                 2.2484,                0.00967,                0.00967,                0.00967
                     12,                0.05186,                0.99972,                      1,                 2.2492,               0.009637,               0.009637,               0.009637
                     13,                0.05749,                0.99986,                      1,                  2.249,               0.009604,               0.009604,               0.009604
                     14,                0.05062,                      1,                      1,                 2.2483,               0.009571,               0.009571,               0.009571
                     15,                0.04604,                0.99972,                      1,                 2.2488,               0.009538,               0.009538,               0.009538
                     16,                0.04713,                0.99972,                      1,                 2.2483,               0.009505,               0.009505,               0.009505
                     17,                0.04321,                      1,                      1,                 2.2482,               0.009472,               0.009472,               0.009472
                     18,                0.04604,                0.99986,                      1,                 2.2488,               0.009439,               0.009439,               0.009439
                     19,                0.04923,                0.99986,                      1,                 2.2483,               0.009406,               0.009406,               0.009406
                     20,                0.04688,                      1,                      1,                 2.2481,               0.009373,               0.009373,               0.009373
                     21,                0.04873,                      1,                      1,                 2.2481,                0.00934,                0.00934,                0.00934
                     22,                0.04781,                      1,                      1,                 2.2481,               0.009307,               0.009307,               0.009307
                     23,                0.04309,                      1,                      1,                 2.2481,               0.009274,               0.009274,               0.009274
                     24,                0.04389,                      1,                      1,                 2.2481,               0.009241,               0.009241,               0.009241
                     25,                 0.0454,                      1,                      1,                 2.2482,               0.009208,               0.009208,               0.009208
                     26,                0.04366,                      1,                      1,                 2.2481,               0.009175,               0.009175,               0.009175
                     27,                0.04465,                      1,                      1,                 2.2481,               0.009142,               0.009142,               0.009142
                     28,                0.04517,                      1,                      1,                 2.2482,               0.009109,               0.009109,               0.009109
                     29,                0.04382,                      1,                      1,                 2.2484,               0.009076,               0.009076,               0.009076
                     30,                0.04406,                      1,                      1,                 2.2483,               0.009043,               0.009043,               0.009043
                     31,                0.03904,                      1,                      1,                 2.2483,                0.00901,                0.00901,                0.00901
                     32,                0.04529,                      1,                      1,                 2.2484,               0.008977,               0.008977,               0.008977
                     33,                0.04277,                      1,                      1,                 2.2485,               0.008944,               0.008944,               0.008944
                     34,                0.04057,                      1,                      1,                 2.2483,               0.008911,               0.008911,               0.008911
                     35,                0.03926,                      1,                      1,                 2.2482,               0.008878,               0.008878,               0.008878
                     36,                0.04623,                      1,                      1,                 2.2481,               0.008845,               0.008845,               0.008845
                     37,                0.04294,                      1,                      1,                 2.2481,               0.008812,               0.008812,               0.008812
                     38,                0.03978,                      1,                      1,                 2.2481,               0.008779,               0.008779,               0.008779
                     39,                0.04154,                      1,                      1,                 2.2481,               0.008746,               0.008746,               0.008746
                     40,                0.04451,                      1,                      1,                 2.2481,               0.008713,               0.008713,               0.008713
                     41,                0.04266,                      1,                      1,                 2.2481,                0.00868,                0.00868,                0.00868
                     42,                 0.0458,                      1,                      1,                 2.2481,               0.008647,               0.008647,               0.008647
                     43,                0.03747,                      1,                      1,                 2.2481,               0.008614,               0.008614,               0.008614
                     44,                0.04116,                      1,                      1,                 2.2481,               0.008581,               0.008581,               0.008581
                     45,                0.04069,                      1,                      1,                 2.2481,               0.008548,               0.008548,               0.008548
