                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1886,                0.99511,                0.99994,                 2.4536,              0.0031549,              0.0031549,              0.0031549
                      2,                0.20496,                0.99874,                      1,                 2.4313,              0.0056856,              0.0056856,              0.0056856
                      3,                0.16318,                0.99885,                      1,                 2.4289,              0.0075915,              0.0075915,              0.0075915
                      4,                0.16037,                0.99925,                      1,                 2.4274,              0.0070295,              0.0070295,              0.0070295
                      5,                0.10618,                0.99977,                      1,                 2.4263,              0.0060394,              0.0060394,              0.0060394
                      6,                0.08488,                0.99977,                      1,                  2.426,              0.0050492,              0.0050492,              0.0050492
                      7,                0.06776,                0.99989,                      1,                  2.426,              0.0040591,              0.0040591,              0.0040591
                      8,                0.05722,                0.99994,                      1,                 2.4259,               0.003069,               0.003069,               0.003069
                      9,                 0.0456,                0.99994,                      1,                 2.4259,              0.0020788,              0.0020788,              0.0020788
                     10,                0.03994,                0.99994,                      1,                 2.4259,              0.0010886,              0.0010886,              0.0010886
