                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.79433,                 0.9931,                0.99989,                 2.4425,              0.0028642,              0.0028642,              0.0028642
                      2,                0.17678,                0.99851,                0.99994,                 2.4295,              0.0051599,              0.0051599,              0.0051599
                      3,                0.13353,                0.99931,                      1,                 2.4272,              0.0068865,              0.0068865,              0.0068865
                      4,                 0.1169,                0.99943,                      1,                 2.4269,              0.0070198,              0.0070198,              0.0070198
                      5,                0.09317,                0.99977,                      1,                 2.4263,              0.0060264,              0.0060264,              0.0060264
                      6,                0.07435,                0.99989,                      1,                 2.4261,               0.005033,               0.005033,               0.005033
                      7,                 0.0628,                0.99994,                      1,                 2.4259,              0.0040397,              0.0040397,              0.0040397
                      8,                0.05354,                0.99994,                      1,                 2.4259,              0.0030463,              0.0030463,              0.0030463
                      9,                0.04602,                0.99994,                      1,                 2.4259,              0.0020529,              0.0020529,              0.0020529
                     10,                0.03762,                      1,                      1,                 2.4259,              0.0010595,              0.0010595,              0.0010595
