                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1743,                0.99333,                0.99994,                 2.4559,              0.0034848,              0.0034848,              0.0034848
                      2,                0.24342,                 0.9981,                      1,                 2.4337,              0.0062795,              0.0062795,              0.0062795
                      3,                0.20123,                0.99799,                0.99994,                 2.4303,              0.0080179,              0.0080179,              0.0080179
                      4,                0.15796,                 0.9992,                      1,                 2.4276,              0.0070268,              0.0070268,              0.0070268
                      5,                0.12022,                0.99971,                      1,                 2.4266,              0.0060357,              0.0060357,              0.0060357
                      6,                0.10061,                0.99994,                      1,                 2.4261,              0.0050447,              0.0050447,              0.0050447
                      7,                0.08652,                      1,                      1,                  2.426,              0.0040536,              0.0040536,              0.0040536
                      8,                0.07158,                0.99983,                      1,                  2.426,              0.0030625,              0.0030625,              0.0030625
                      9,                0.06175,                0.99977,                      1,                  2.426,              0.0020714,              0.0020714,              0.0020714
                     10,                0.05287,                0.99989,                      1,                  2.426,              0.0010804,              0.0010804,              0.0010804
