                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1351,                0.99477,                0.99994,                 2.4516,               0.003408,               0.003408,               0.003408
                      2,                0.19924,                0.99782,                      1,                 2.4317,              0.0061423,              0.0061423,              0.0061423
                      3,                0.15869,                0.99856,                      1,                 2.4289,              0.0080208,              0.0080208,              0.0080208
                      4,                0.12896,                0.99971,                      1,                 2.4266,              0.0070313,              0.0070313,              0.0070313
                      5,                0.09287,                0.99977,                      1,                 2.4263,              0.0060417,              0.0060417,              0.0060417
                      6,                0.07636,                0.99994,                      1,                  2.426,              0.0050521,              0.0050521,              0.0050521
                      7,                0.06481,                      1,                      1,                 2.4259,              0.0040625,              0.0040625,              0.0040625
                      8,                0.05059,                0.99989,                      1,                 2.4259,              0.0030729,              0.0030729,              0.0030729
                      9,                0.04674,                0.99989,                      1,                 2.4259,              0.0020834,              0.0020834,              0.0020834
                     10,                 0.0401,                0.99994,                      1,                 2.4259,              0.0010938,              0.0010938,              0.0010938
