                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0593,                0.99362,                      1,                 2.4474,              0.0029445,              0.0029445,              0.0029445
                      2,                0.20716,                 0.9981,                      1,                 2.4303,              0.0053062,              0.0053062,              0.0053062
                      3,                0.17432,                0.99891,                0.99994,                 2.4287,              0.0070844,              0.0070844,              0.0070844
                      4,                0.17128,                 0.9996,                      1,                 2.4269,              0.0070282,              0.0070282,              0.0070282
                      5,                0.12308,                0.99994,                      1,                 2.4262,              0.0060376,              0.0060376,              0.0060376
                      6,                0.09618,                0.99983,                      1,                 2.4261,               0.005047,               0.005047,               0.005047
                      7,                0.07808,                0.99989,                      1,                  2.426,              0.0040563,              0.0040563,              0.0040563
                      8,                0.06392,                      1,                      1,                 2.4259,              0.0030657,              0.0030657,              0.0030657
                      9,                0.05138,                0.99994,                      1,                 2.4259,              0.0020751,              0.0020751,              0.0020751
                     10,                0.04535,                      1,                      1,                 2.4259,              0.0010845,              0.0010845,              0.0010845
