                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1236,                0.99511,                0.99983,                 2.4497,              0.0030564,              0.0030564,              0.0030564
                      2,                0.19619,                0.99805,                      1,                 2.4323,               0.006053,               0.006053,               0.006053
                      3,                 0.1676,                0.99776,                0.99989,                 2.4297,              0.0089891,              0.0089891,              0.0089891
                      4,                0.18003,                0.99983,                      1,                 2.4274,               0.009703,               0.009703,               0.009703
                      5,                0.13913,                 0.9996,                      1,                 2.4266,              0.0096039,              0.0096039,              0.0096039
                      6,                0.11729,                0.99971,                      1,                 2.4264,              0.0095049,              0.0095049,              0.0095049
                      7,                0.11173,                0.99989,                      1,                 2.4261,              0.0094059,              0.0094059,              0.0094059
                      8,                0.10416,                0.99989,                      1,                 2.4262,              0.0093069,              0.0093069,              0.0093069
                      9,                0.10061,                0.99994,                      1,                 2.4261,              0.0092079,              0.0092079,              0.0092079
                     10,                0.09977,                0.99994,                      1,                 2.4259,              0.0091089,              0.0091089,              0.0091089
                     11,                0.09454,                0.99994,                      1,                 2.4259,              0.0090098,              0.0090098,              0.0090098
                     12,                0.10086,                      1,                      1,                 2.4259,              0.0089108,              0.0089108,              0.0089108
                     13,                0.09201,                      1,                      1,                 2.4259,              0.0088118,              0.0088118,              0.0088118
                     14,                0.09399,                      1,                      1,                 2.4259,              0.0087128,              0.0087128,              0.0087128
                     15,                0.09329,                      1,                      1,                 2.4258,              0.0086138,              0.0086138,              0.0086138
                     16,                0.09208,                      1,                      1,                 2.4258,              0.0085148,              0.0085148,              0.0085148
                     17,                0.09495,                      1,                      1,                 2.4258,              0.0084157,              0.0084157,              0.0084157
                     18,                0.09261,                      1,                      1,                 2.4259,              0.0083167,              0.0083167,              0.0083167
                     19,                0.08853,                      1,                      1,                 2.4259,              0.0082177,              0.0082177,              0.0082177
                     20,                0.08435,                      1,                      1,                 2.4259,              0.0081187,              0.0081187,              0.0081187
                     21,                0.08118,                      1,                      1,                 2.4259,              0.0080197,              0.0080197,              0.0080197
                     22,                0.08489,                      1,                      1,                 2.4259,              0.0079207,              0.0079207,              0.0079207
                     23,                0.08015,                      1,                      1,                 2.4259,              0.0078216,              0.0078216,              0.0078216
                     24,                0.08572,                      1,                      1,                 2.4259,              0.0077226,              0.0077226,              0.0077226
                     25,                0.08284,                      1,                      1,                 2.4259,              0.0076236,              0.0076236,              0.0076236
                     26,                0.08042,                      1,                      1,                 2.4259,              0.0075246,              0.0075246,              0.0075246
                     27,                 0.0772,                      1,                      1,                 2.4259,              0.0074256,              0.0074256,              0.0074256
                     28,                0.08234,                      1,                      1,                 2.4259,              0.0073266,              0.0073266,              0.0073266
                     29,                0.07428,                      1,                      1,                 2.4259,              0.0072276,              0.0072276,              0.0072276
                     30,                0.07711,                      1,                      1,                 2.4259,              0.0071285,              0.0071285,              0.0071285
                     31,                0.07504,                      1,                      1,                 2.4258,              0.0070295,              0.0070295,              0.0070295
                     32,                0.07065,                      1,                      1,                 2.4259,              0.0069305,              0.0069305,              0.0069305
                     33,                0.07303,                      1,                      1,                 2.4259,              0.0068315,              0.0068315,              0.0068315
                     34,                0.07018,                      1,                      1,                 2.4258,              0.0067325,              0.0067325,              0.0067325
                     35,                0.07353,                      1,                      1,                 2.4259,              0.0066335,              0.0066335,              0.0066335
                     36,                0.07069,                      1,                      1,                 2.4259,              0.0065344,              0.0065344,              0.0065344
                     37,                0.06526,                      1,                      1,                 2.4259,              0.0064354,              0.0064354,              0.0064354
                     38,                0.07161,                      1,                      1,                 2.4259,              0.0063364,              0.0063364,              0.0063364
                     39,                0.07028,                      1,                      1,                 2.4259,              0.0062374,              0.0062374,              0.0062374
                     40,                0.06531,                0.99994,                      1,                 2.4259,              0.0061384,              0.0061384,              0.0061384
                     41,                0.06525,                0.99994,                      1,                 2.4259,              0.0060394,              0.0060394,              0.0060394
                     42,                 0.0633,                0.99994,                      1,                 2.4259,              0.0059403,              0.0059403,              0.0059403
                     43,                0.06196,                0.99994,                      1,                 2.4259,              0.0058413,              0.0058413,              0.0058413
                     44,                0.06301,                0.99994,                      1,                 2.4259,              0.0057423,              0.0057423,              0.0057423
