                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1433,                0.99247,                0.99989,                 2.4543,              0.0034929,              0.0034929,              0.0034929
                      2,                 0.2117,                0.99782,                      1,                 2.4318,              0.0062948,              0.0062948,              0.0062948
                      3,                0.18642,                0.99759,                      1,                 2.4329,              0.0080198,              0.0080198,              0.0080198
                      4,                0.14662,                0.99937,                      1,                 2.4274,              0.0070297,              0.0070297,              0.0070297
                      5,                0.11141,                0.99977,                      1,                 2.4265,              0.0060396,              0.0060396,              0.0060396
                      6,                0.08926,                0.99989,                      1,                 2.4263,              0.0050494,              0.0050494,              0.0050494
                      7,                0.07412,                0.99989,                      1,                  2.426,              0.0040593,              0.0040593,              0.0040593
                      8,                0.05809,                0.99994,                      1,                 2.4259,              0.0030692,              0.0030692,              0.0030692
                      9,                0.04825,                      1,                      1,                 2.4259,              0.0020791,              0.0020791,              0.0020791
                     10,                0.04402,                      1,                      1,                 2.4258,               0.001089,               0.001089,               0.001089
