                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2035,                0.99052,                0.99994,                 2.4607,              0.0032101,              0.0032101,              0.0032101
                      2,                0.23508,                0.99718,                0.99994,                 2.4335,              0.0057845,              0.0057845,              0.0057845
                      3,                0.17605,                0.99833,                      1,                 2.4299,              0.0077225,              0.0077225,              0.0077225
                      4,                0.14714,                 0.9996,                      1,                 2.4274,              0.0070268,              0.0070268,              0.0070268
                      5,                0.11297,                0.99971,                      1,                 2.4265,              0.0060357,              0.0060357,              0.0060357
                      6,                0.09419,                0.99983,                      1,                 2.4262,              0.0050447,              0.0050447,              0.0050447
                      7,                0.08051,                0.99983,                      1,                 2.4261,              0.0040536,              0.0040536,              0.0040536
                      8,                0.07018,                      1,                      1,                 2.4259,              0.0030625,              0.0030625,              0.0030625
                      9,                0.06123,                0.99994,                      1,                 2.4259,              0.0020714,              0.0020714,              0.0020714
                     10,                0.05472,                      1,                      1,                 2.4259,              0.0010804,              0.0010804,              0.0010804
